transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,branch_region
TX-000390,2026-03-27,CUST-0100,PROD-011,11,196.48,Este
TX-000391,2026-02-20,CUST-0070,PROD-009,6,84.7,Norte
TX-000392,2026-01-25,CUST-0041,PROD-024,1,89.36,Este
TX-000393,2026-02-27,CUST-0060,PROD-003,7,196.89,Oeste
TX-000394,2026-03-04,CUST-0108,PROD-009,10,344.42,Este
TX-000395,2026-03-03,CUST-0057,PROD-003,7,405.61,Norte
TX-000396,2026-01-22,CUST-0031,PROD-002,9,51.6,Este
TX-000397,2026-02-27,CUST-0084,PROD-012,1,186.0,Este
TX-000398,2026-02-27,CUST-0036,PROD-010,2,58.61,Sur
TX-000399,2026-03-27,CUST-0108,PROD-009,11,22.22,Oeste
TX-000400,2026-02-18,CUST-0106,PROD-015,9,302.85,Este
TX-000401,2026-02-21,CUST-0086,PROD-008,9,277.07,Oeste
TX-000402,2026-02-11,CUST-0135,PROD-005,6,85.91,Este
TX-000403,2026-03-11,CUST-0014,PROD-011,6,116.71,Norte
TX-000404,2026-01-15,CUST-0120,PROD-002,4,25.31,Sur
TX-000405,2026-02-23,CUST-0138,PROD-024,4,378.2,Norte
TX-000406,2026-03-01,CUST-0080,PROD-015,5,438.99,Oeste
TX-000407,2026-01-08,CUST-0144,PROD-006,3,73.92,Este
TX-000408,2026-02-22,CUST-0106,PROD-008,1,115.69,Este
TX-000409,2026-03-01,CUST-0070,PROD-005,1,392.76,Sur
TX-000410,2026-01-05,CUST-0044,PROD-016,7,418.01,Norte
TX-000411,2026-03-09,CUST-0073,PROD-018,1,197.54,Este
TX-000412,2026-01-06,CUST-0045,PROD-006,1,37.02,Sur
TX-000413,2026-02-16,CUST-0107,PROD-005,3,32.14,Norte
TX-000414,2026-02-24,CUST-0084,PROD-016,10,264.67,Este
TX-000415,2026-02-09,CUST-0082,PROD-013,4,185.91,Norte
TX-000416,2026-02-21,CUST-0107,PROD-005,4,27.46,Sur
TX-000417,2026-01-16,CUST-0021,PROD-013,2,268.71,Sur
TX-000418,2026-01-13,CUST-0007,PROD-017,1,19.92,Norte
TX-000419,2026-01-30,CUST-0070,PROD-018,3,357.51,
TX-000420,2026-01-19,CUST-0127,PROD-008,11,148.3,Norte
TX-000421,2026-01-17,CUST-0143,PROD-013,4,32.51,Norte
TX-000422,2026-03-04,CUST-0148,PROD-019,3,270.93,Norte
TX-000423,2026-01-19,CUST-0143,PROD-003,8,187.99,Este
TX-000424,2026-02-27,CUST-0149,PROD-024,10,438.6,Sur
TX-000425,2026-02-24,CUST-0120,PROD-008,1,251.73,Este
TX-000426,2026-03-31,CUST-0128,PROD-002,2,134.73,Norte
TX-000427,2026-03-31,CUST-0142,PROD-008,7,323.61,Norte
TX-000428,2026-03-03,CUST-0057,PROD-013,4,133.1,Sur
TX-000429,2026-01-23,CUST-0058,PROD-013,8,408.35,Oeste
TX-000430,2026-01-09,CUST-0021,PROD-001,11,178.0,Oeste
TX-000431,2026-01-12,CUST-0082,PROD-006,3,254.19,Norte
TX-000432,2026-01-01,CUST-0069,PROD-024,6,37.0,Este
TX-000433,2026-02-27,CUST-0131,PROD-019,9,200.36,Oeste
TX-000434,2026-01-01,CUST-0087,PROD-016,1,377.08,Sur
TX-000435,2026-02-03,CUST-0049,PROD-008,1,365.46,Oeste
TX-000436,2026-02-17,CUST-0147,PROD-001,8,112.58,Norte
TX-000437,2026-03-30,CUST-0115,PROD-016,3,113.34,Oeste
TX-000438,2026-01-01,CUST-0089,PROD-009,5,370.53,Este
TX-000439,2026-01-16,CUST-0085,PROD-013,1,419.72,Oeste
TX-000440,2026-03-02,CUST-0128,PROD-011,5,56.48,Este
TX-000441,2026-03-05,CUST-0140,PROD-013,11,210.78,Sur
TX-000442,2026-03-04,CUST-0117,PROD-021,6,161.79,Oeste
TX-000443,2026-03-10,CUST-0127,PROD-010,8,393.75,Sur
TX-000444,2026-01-22,CUST-0071,PROD-004,3,51.33,Sur
TX-000445,2026-03-08,CUST-0086,PROD-006,3,106.84,Este
TX-000446,2026-03-17,CUST-0033,PROD-007,11,342.32,Este
TX-000447,2026-01-26,CUST-0081,PROD-005,11,37.31,Oeste
TX-000448,2026-01-16,CUST-0061,PROD-011,10,229.25,Norte
TX-000449,2026-02-20,CUST-0061,PROD-013,9,207.32,Oeste
TX-000450,2026-03-27,CUST-0098,PROD-019,4,160.46,Este
TX-000451,2026-02-26,CUST-0028,PROD-023,4,186.64,Norte
TX-000452,2026-01-29,CUST-0043,PROD-010,7,245.52,Sur
TX-000453,2026-03-19,CUST-0086,PROD-010,2,85.19,Sur
TX-000454,2026-03-10,CUST-0017,PROD-011,8,263.82,Sur
TX-000455,2026-02-16,CUST-0098,PROD-021,6,365.36,
TX-000456,2026-03-03,CUST-0098,PROD-007,3,345.67,Este
TX-000457,2026-03-10,CUST-0065,PROD-018,9,81.95,Este
TX-000458,2026-03-17,CUST-0074,PROD-004,5,79.92,
TX-000459,2026-01-16,CUST-0085,PROD-002,8,131.66,Sur
TX-000460,2026-03-31,CUST-0005,PROD-014,7,172.07,Oeste
TX-000461,2026-03-31,CUST-0002,PROD-013,8,192.68,Sur
TX-000462,2026-02-17,CUST-0022,PROD-012,7,310.67,Oeste
TX-000463,2026-03-26,CUST-0112,PROD-007,3,39.66,Norte
TX-000464,2026-02-08,CUST-0057,PROD-002,2,30.08,Oeste
TX-000465,2026-02-02,CUST-0066,PROD-013,7,185.48,Norte
TX-000466,2026-01-23,CUST-0074,PROD-014,3,318.27,Sur
TX-000467,2026-01-10,CUST-0098,PROD-017,3,99.14,Este
TX-000468,2026-03-10,CUST-0144,PROD-009,2,294.05,Sur
TX-000469,2026-02-03,CUST-0112,PROD-017,4,128.03,Este
TX-000470,2026-02-21,CUST-0125,PROD-008,8,400.45,Sur
TX-000471,2026-01-10,CUST-0086,PROD-002,1,404.63,Este
TX-000472,2026-01-19,CUST-0076,PROD-024,1,144.32,Norte
TX-000473,2026-02-27,CUST-0088,PROD-013,5,115.05,Norte
TX-000474,2026-01-01,CUST-0038,PROD-003,11,193.92,Sur
TX-000475,2026-03-10,CUST-0059,PROD-016,5,119.63,Sur
TX-000476,2026-01-04,CUST-0138,PROD-006,11,307.49,Norte
TX-000477,2026-01-16,CUST-0099,PROD-019,1,374.34,Sur
TX-000478,2026-01-24,CUST-0063,PROD-007,6,307.8,Sur
TX-000479,2026-03-21,CUST-0049,PROD-010,1,373.59,Norte
TX-000480,2026-01-02,CUST-0032,PROD-009,5,187.69,Este
TX-000481,2026-02-01,CUST-0135,PROD-002,9,83.0,Oeste
TX-000482,2026-03-25,CUST-0021,PROD-015,5,336.01,Norte
TX-000483,2026-01-24,CUST-0020,PROD-005,6,171.81,Este
TX-000484,2026-01-12,CUST-0127,PROD-022,8,307.0,Este
TX-000485,2026-02-19,CUST-0068,PROD-004,11,132.73,Sur
TX-000486,2026-02-04,CUST-0110,PROD-020,1,50.33,Este
TX-000487,2026-02-02,CUST-0116,PROD-004,2,446.77,Sur
TX-000488,2026-02-02,CUST-0143,PROD-018,9,82.95,Sur
TX-000489,2026-03-02,CUST-0120,PROD-004,3,444.96,Norte
TX-000490,2026-02-20,CUST-0079,PROD-017,6,440.12,Este
TX-000491,2026-02-12,CUST-0116,PROD-012,5,360.31,Este
TX-000492,2026-01-12,CUST-0092,PROD-022,11,301.85,Norte
TX-000493,2026-03-08,CUST-0014,PROD-017,2,266.35,Sur
TX-000494,2026-03-06,CUST-0125,PROD-010,7,391.75,
TX-000495,2026-02-02,CUST-0058,PROD-022,4,140.91,Sur
TX-000496,2026-02-09,CUST-0028,PROD-001,1,218.44,Sur
TX-000497,2026-03-15,CUST-0026,PROD-022,4,284.43,Oeste
TX-000498,2026-02-12,CUST-0113,PROD-024,6,193.87,Este
TX-000499,2026-02-13,CUST-0066,PROD-018,7,200.96,Este
TX-000500,2026-01-29,CUST-0131,PROD-018,7,158.67,Oeste
TX-000501,2026-01-13,CUST-0044,PROD-014,7,260.44,Oeste
TX-000502,2026-01-12,CUST-0097,PROD-015,3,385.0,Sur
TX-000503,2026-02-15,CUST-0042,PROD-012,6,102.66,Sur
TX-000504,2026-01-02,CUST-0006,PROD-004,8,421.48,Sur
TX-000505,2026-02-04,CUST-0023,PROD-003,4,314.75,
TX-000506,2026-03-28,CUST-0089,PROD-020,8,373.12,Este
TX-000507,2026-03-22,CUST-0123,PROD-012,2,256.94,Norte
TX-000508,2026-03-31,CUST-0147,PROD-007,10,354.09,Oeste
TX-000509,2026-01-08,CUST-0051,PROD-011,9,22.05,Sur
TX-000510,2026-01-26,CUST-0011,PROD-001,9,371.0,Norte
TX-000511,2026-03-15,CUST-0012,PROD-006,8,32.46,Este
TX-000512,2026-03-31,CUST-0074,PROD-015,10,402.11,Sur
TX-000513,2026-02-03,CUST-0008,PROD-015,10,446.5,Oeste
TX-000514,2026-01-07,CUST-0041,PROD-019,1,142.92,Norte
TX-000515,2026-03-09,CUST-0085,PROD-011,2,106.49,Oeste
TX-000516,2026-02-27,CUST-0072,PROD-023,6,347.93,Este
TX-000517,2026-03-16,CUST-0055,PROD-002,10,125.07,Norte
TX-000518,2026-01-29,CUST-0137,PROD-014,5,391.52,
TX-000519,2026-02-05,CUST-0047,PROD-002,9,59.74,Sur
TX-000520,2026-03-30,CUST-0143,PROD-004,5,69.79,Sur
TX-000521,2026-01-21,CUST-0104,PROD-017,2,440.93,Sur
TX-000522,2026-02-05,CUST-0042,PROD-003,10,308.12,Oeste
TX-000523,2026-01-10,CUST-0060,PROD-013,4,383.4,Sur
TX-000524,2026-03-14,CUST-0012,PROD-009,9,156.08,Norte
TX-000525,2026-01-24,CUST-0130,PROD-007,1,309.27,Norte
TX-000526,2026-03-05,CUST-0007,PROD-015,11,273.5,Sur
TX-000527,2026-02-18,CUST-0080,PROD-023,1,277.37,Oeste
TX-000528,2026-02-05,CUST-0131,PROD-011,7,311.9,Sur
TX-000529,2026-03-23,CUST-0109,PROD-020,11,265.28,Norte
TX-000530,2026-01-24,CUST-0003,PROD-002,3,201.64,Norte
TX-000531,2026-01-23,CUST-0027,PROD-015,10,135.03,Sur
TX-000532,2026-03-03,CUST-0114,PROD-014,2,349.33,Oeste
TX-000533,2026-02-06,CUST-0107,PROD-020,9,113.43,Sur
TX-000534,2026-01-12,CUST-0040,PROD-022,3,316.17,
TX-000535,2026-02-24,CUST-0129,PROD-011,2,116.5,Sur
TX-000536,2026-01-13,CUST-0008,PROD-003,8,287.02,Norte
TX-000537,2026-01-23,CUST-0101,PROD-017,10,339.98,Oeste
TX-000538,2026-03-30,CUST-0124,PROD-012,6,110.14,Sur
TX-000539,2026-01-30,CUST-0107,PROD-024,6,41.08,Este
TX-000540,2026-01-17,CUST-0101,PROD-021,10,71.97,
TX-000541,2026-03-03,CUST-0004,PROD-015,11,278.61,Norte
TX-000542,2026-03-25,CUST-0110,PROD-016,7,384.51,Norte
TX-000543,2026-03-30,CUST-0019,PROD-005,7,34.57,Este
TX-000544,2026-03-27,CUST-0032,PROD-020,11,334.36,Sur
TX-000545,2026-01-13,CUST-0137,PROD-006,6,163.47,Norte
TX-000546,2026-02-28,CUST-0012,PROD-019,4,223.16,Norte
TX-000547,2026-01-19,CUST-0139,PROD-005,11,419.05,Norte
TX-000548,2026-02-18,CUST-0046,PROD-003,9,159.41,Oeste
TX-000549,2026-01-12,CUST-0119,PROD-001,6,217.42,Norte
TX-000550,2026-03-02,CUST-0016,PROD-006,4,20.95,Sur
TX-000551,2026-01-19,CUST-0129,PROD-015,3,50.5,Este
TX-000552,2026-03-17,CUST-0063,PROD-002,4,127.49,Sur
TX-000553,2026-01-09,CUST-0109,PROD-003,3,27.12,Norte
TX-000554,2026-03-12,CUST-0119,PROD-017,2,289.65,Oeste
TX-000555,2026-01-28,CUST-0021,PROD-024,5,200.48,Norte
TX-000556,2026-03-19,CUST-0013,PROD-012,2,253.44,Este
TX-000557,2026-02-21,CUST-0004,PROD-018,6,90.97,Oeste
TX-000558,2026-03-24,CUST-0102,PROD-015,3,143.73,Sur
TX-000559,2026-01-16,CUST-0059,PROD-012,6,303.76,Este
TX-000560,2026-03-10,CUST-0128,PROD-016,11,434.91,Sur
TX-000561,2026-01-12,CUST-0027,PROD-008,10,36.93,Sur
TX-000562,2026-01-25,CUST-0069,PROD-014,9,402.32,Oeste
TX-000563,2026-02-21,CUST-0025,PROD-017,1,265.94,Oeste
TX-000564,2026-03-26,CUST-0131,PROD-021,6,260.31,Sur
TX-000565,2026-02-22,CUST-0097,PROD-008,9,232.62,Este
TX-000566,2026-01-23,CUST-0025,PROD-015,11,45.19,Oeste
TX-000567,2026-01-16,CUST-0148,PROD-014,4,54.1,
TX-000568,2026-02-26,CUST-0126,PROD-018,11,276.4,Sur
TX-000569,2026-02-08,CUST-0133,PROD-020,2,163.32,Sur
TX-000570,2026-02-22,CUST-0009,PROD-007,4,414.01,Sur
TX-000571,2026-02-11,CUST-0116,PROD-003,1,191.87,
TX-000572,2026-02-27,CUST-0134,PROD-012,3,77.33,Norte
TX-000573,2026-02-08,CUST-0060,PROD-021,10,325.9,Este
TX-000574,2026-01-14,CUST-0121,PROD-024,9,142.61,Sur
TX-000575,2026-01-05,CUST-0139,PROD-003,10,243.58,Sur
TX-000576,2026-02-04,CUST-0108,PROD-020,5,318.56,Sur
TX-000577,2026-03-28,CUST-0108,PROD-014,11,406.61,
TX-000578,2026-03-16,CUST-0131,PROD-015,6,359.6,Norte
TX-000579,2026-01-18,CUST-0076,PROD-014,3,309.22,Este
TX-000580,2026-03-17,CUST-0030,PROD-007,5,310.64,Norte
TX-000581,2026-01-09,CUST-0021,PROD-017,11,426.48,Norte
TX-000582,2026-03-15,CUST-0034,PROD-012,8,143.68,Sur
TX-000583,2026-02-27,CUST-0041,PROD-020,6,15.48,Sur
TX-000584,2026-01-17,CUST-0051,PROD-004,4,133.3,Norte
TX-000585,2026-01-07,CUST-0082,PROD-009,2,109.78,Sur
TX-000586,2026-02-15,CUST-0058,PROD-006,9,302.9,Norte
TX-000587,2026-01-13,CUST-0075,PROD-016,1,290.66,Sur
TX-000588,2026-02-09,CUST-0023,PROD-022,1,273.16,
TX-000589,2026-02-11,CUST-0128,PROD-022,4,22.07,Oeste
TX-000590,2026-01-09,CUST-0017,PROD-021,7,332.02,Sur
TX-000591,2026-02-19,CUST-0069,PROD-021,1,155.74,Este
TX-000592,2026-01-27,CUST-0108,PROD-002,9,304.3,Oeste
TX-000593,2026-03-07,CUST-0139,PROD-024,4,257.11,Norte
TX-000594,2026-01-05,CUST-0094,PROD-008,3,164.09,Oeste
TX-000595,2026-01-29,CUST-0015,PROD-011,1,73.54,Oeste
TX-000596,2026-02-06,CUST-0091,PROD-013,10,56.07,Norte
TX-000597,2026-02-07,CUST-0033,PROD-017,4,376.71,Norte
TX-000598,2026-03-24,CUST-0125,PROD-008,9,414.5,
TX-000599,2026-01-08,CUST-0016,PROD-021,10,297.66,Este
TX-000600,2026-03-06,CUST-0066,PROD-018,6,59.99,Norte
TX-000601,2026-03-27,CUST-0047,PROD-018,6,189.88,Norte
TX-000602,2026-01-17,CUST-0148,PROD-014,1,332.09,Sur
TX-000603,2026-03-12,CUST-0124,PROD-015,10,354.22,Este
TX-000604,2026-03-30,CUST-0001,PROD-006,2,66.43,Este
TX-000605,2026-02-14,CUST-0087,PROD-011,11,15.01,
TX-000606,2026-01-04,CUST-0128,PROD-013,6,324.78,Sur
TX-000607,2026-02-05,CUST-0067,PROD-001,2,170.12,Este
TX-000608,2026-03-11,CUST-0004,PROD-006,3,125.7,Este
TX-000609,2026-01-31,CUST-0047,PROD-009,4,20.61,Sur
TX-000610,2026-01-19,CUST-0038,PROD-008,11,250.03,Norte
TX-000611,2026-03-02,CUST-0143,PROD-011,5,385.25,
TX-000612,2026-02-23,CUST-0021,PROD-022,9,431.57,Oeste
TX-000613,2026-02-08,CUST-0057,PROD-019,4,261.1,Sur
TX-000614,2026-03-15,CUST-0117,PROD-024,11,238.79,Este
TX-000615,2026-03-31,CUST-0046,PROD-009,9,52.0,Norte
TX-000616,2026-01-19,CUST-0142,PROD-017,11,253.76,Este
TX-000617,2026-02-08,CUST-0145,PROD-012,10,180.29,Este
TX-000618,2026-03-08,CUST-0039,PROD-014,3,279.1,Sur
TX-000619,2026-02-14,CUST-0137,PROD-015,8,184.1,
TX-000620,2026-01-13,CUST-0099,PROD-016,1,119.53,Este
TX-000621,2026-02-27,CUST-0077,PROD-022,11,56.31,Sur
TX-000622,2026-01-20,CUST-0115,PROD-022,9,151.99,Oeste
TX-000623,2026-03-13,CUST-0134,PROD-020,9,57.04,Norte
TX-000624,2026-03-02,CUST-0091,PROD-001,10,91.95,Sur
TX-000625,2026-02-08,CUST-0098,PROD-010,2,444.49,Sur
TX-000626,2026-01-01,CUST-0120,PROD-008,4,208.19,Sur
TX-000627,2026-01-03,CUST-0046,PROD-018,8,246.36,Oeste
TX-000628,2026-03-18,CUST-0038,PROD-001,7,395.02,Sur
TX-000629,2026-03-03,CUST-0142,PROD-002,1,448.07,Oeste
TX-000630,2026-03-04,CUST-0100,PROD-001,5,268.48,Este
TX-000631,2026-01-25,CUST-0072,PROD-001,7,368.43,Sur
TX-000632,2026-02-25,CUST-0035,PROD-009,4,157.22,Oeste
TX-000633,2026-02-02,CUST-0147,PROD-013,1,148.0,Norte
TX-000634,2026-02-07,CUST-0030,PROD-001,9,190.18,Norte
TX-000635,2026-01-06,CUST-0078,PROD-013,5,307.54,Sur
TX-000636,2026-02-27,CUST-0084,PROD-020,11,311.75,Norte
TX-000637,2026-02-13,CUST-0113,PROD-022,2,152.13,Norte
TX-000638,2026-02-14,CUST-0025,PROD-007,8,72.95,Este
TX-000639,2026-02-01,CUST-0088,PROD-002,11,290.09,Sur
TX-000640,2026-02-14,CUST-0014,PROD-006,2,70.82,Sur
TX-000641,2026-03-02,CUST-0102,PROD-007,3,266.64,
TX-000642,2026-02-16,CUST-0083,PROD-014,10,316.64,Este
TX-000643,2026-01-21,CUST-0110,PROD-018,1,319.77,Oeste
TX-000644,2026-03-21,CUST-0131,PROD-015,11,342.76,Norte
TX-000645,2026-03-26,CUST-0019,PROD-002,2,394.69,Este
TX-000646,2026-03-16,CUST-0028,PROD-010,7,232.48,Oeste
TX-000647,2026-02-05,CUST-0071,PROD-023,10,332.66,Este
TX-000648,2026-01-19,CUST-0063,PROD-012,2,284.34,Este
TX-000649,2026-01-20,CUST-0073,PROD-017,6,96.19,Sur
TX-000650,2026-02-26,CUST-0124,PROD-008,3,26.17,Norte
TX-000651,2026-01-18,CUST-0119,PROD-011,4,138.78,Sur
TX-000652,2026-02-16,CUST-0121,PROD-003,11,207.72,Sur
TX-000653,2026-02-18,CUST-0019,PROD-006,8,283.44,Oeste
TX-000654,2026-01-14,CUST-0142,PROD-009,3,384.73,Norte
TX-000655,2026-01-15,CUST-0120,PROD-006,10,100.37,
TX-000656,2026-01-31,CUST-0061,PROD-009,6,69.61,
TX-000657,2026-01-01,CUST-0030,PROD-007,1,434.11,Norte
TX-000658,2026-02-23,CUST-0009,PROD-009,7,62.0,Sur
TX-000659,2026-01-03,CUST-0064,PROD-018,8,223.14,Oeste
TX-000660,2026-01-16,CUST-0120,PROD-012,11,269.72,
TX-000661,2026-03-28,CUST-0052,PROD-008,8,250.5,Sur
TX-000662,2026-02-26,CUST-0089,PROD-008,3,52.42,Sur
TX-000663,2026-03-16,CUST-0142,PROD-018,10,39.81,Este
TX-000664,2026-01-12,CUST-0053,PROD-020,1,60.89,Este
TX-000665,2026-03-15,CUST-0078,PROD-015,9,269.73,Sur
TX-000666,2026-01-16,CUST-0041,PROD-007,6,251.79,Este
TX-000667,2026-03-13,CUST-0068,PROD-011,11,116.68,Norte
TX-000668,2026-03-17,CUST-0008,PROD-020,9,292.43,Norte
TX-000669,2026-01-24,CUST-0002,PROD-016,7,371.73,Sur
TX-000670,2026-01-28,CUST-0105,PROD-004,1,33.09,Sur
TX-000671,2026-01-08,CUST-0125,PROD-006,1,231.69,Sur
TX-000672,2026-02-05,CUST-0110,PROD-022,6,314.85,Sur
TX-000673,2026-03-31,CUST-0086,PROD-003,5,124.76,Sur
TX-000674,2026-01-08,CUST-0120,PROD-009,9,148.88,Norte
TX-000675,2026-02-27,CUST-0127,PROD-010,2,281.93,Sur
TX-000676,2026-03-01,CUST-0016,PROD-014,8,405.6,
TX-000677,2026-02-19,CUST-0062,PROD-011,11,367.32,Sur
TX-000678,2026-01-28,CUST-0113,PROD-018,5,268.66,Sur
TX-000679,2026-02-10,CUST-0012,PROD-022,2,332.65,Este
TX-000680,2026-03-05,CUST-0035,PROD-012,10,173.7,
TX-000681,2026-01-27,CUST-0011,PROD-023,11,293.82,Norte
TX-000682,2026-03-04,CUST-0064,PROD-012,11,217.79,Este
TX-000683,2026-01-17,CUST-0050,PROD-013,6,97.62,Este
TX-000684,2026-03-14,CUST-0149,PROD-013,10,320.26,Este
TX-000685,2026-02-02,CUST-0069,PROD-019,8,257.06,Norte
TX-000686,2026-03-25,CUST-0048,PROD-019,4,171.0,Este
TX-000687,2026-03-18,CUST-0020,PROD-023,2,411.43,Norte
TX-000688,2026-01-29,CUST-0101,PROD-014,11,24.11,Este
TX-000689,2026-01-13,CUST-0137,PROD-004,5,152.36,Este
TX-000690,2026-02-15,CUST-0068,PROD-013,2,39.74,Norte
TX-000691,2026-02-04,CUST-0035,PROD-008,2,348.44,Oeste
TX-000692,2026-01-06,CUST-0065,PROD-023,6,320.42,Norte
TX-000693,2026-03-23,CUST-0008,PROD-021,11,159.14,Oeste
TX-000694,2026-03-10,CUST-0045,PROD-023,10,308.91,Sur
TX-000695,2026-02-16,CUST-0087,PROD-019,9,187.23,Norte
TX-000696,2026-01-25,CUST-0076,PROD-012,4,343.97,Norte
TX-000697,2026-03-07,CUST-0076,PROD-018,6,212.57,
TX-000698,2026-01-10,CUST-0047,PROD-006,7,194.34,Norte
TX-000699,2026-02-25,CUST-0015,PROD-018,11,421.61,Norte
TX-000700,2026-01-30,CUST-0105,PROD-019,6,124.13,Sur
TX-000701,2026-01-05,CUST-0147,PROD-022,8,67.39,Este
TX-000702,2026-02-02,CUST-0026,PROD-005,4,269.28,Este
TX-000703,2026-03-06,CUST-0052,PROD-024,1,436.65,Norte
TX-000704,2026-01-18,CUST-0093,PROD-009,7,179.36,Sur
TX-000705,2026-02-18,CUST-0021,PROD-003,3,41.99,Norte
TX-000706,2026-01-11,CUST-0051,PROD-010,6,162.6,Norte
TX-000707,2026-03-26,CUST-0038,PROD-019,2,235.08,Sur
TX-000708,2026-01-26,CUST-0020,PROD-003,9,85.44,Este
TX-000709,2026-03-04,CUST-0132,PROD-022,1,301.27,Norte
TX-000710,2026-03-30,CUST-0055,PROD-015,6,449.02,Sur
TX-000711,2026-03-27,CUST-0092,PROD-001,6,211.51,Sur
TX-000712,2026-02-28,CUST-0028,PROD-007,5,169.31,
TX-000713,2026-01-27,CUST-0004,PROD-012,5,189.31,
TX-000714,2026-02-18,CUST-0076,PROD-017,1,65.09,Oeste
TX-000715,2026-03-18,CUST-0067,PROD-021,10,399.22,Norte
TX-000716,2026-02-02,CUST-0086,PROD-024,5,195.45,Norte
TX-000717,2026-01-01,CUST-0091,PROD-020,2,183.46,Sur
TX-000718,2026-01-21,CUST-0105,PROD-005,7,301.97,Norte
TX-000719,2026-02-24,CUST-0001,PROD-004,3,207.28,Sur
TX-000720,2026-01-06,CUST-0072,PROD-012,4,296.98,Oeste
TX-000721,2026-03-22,CUST-0087,PROD-020,3,41.73,Oeste
TX-000722,2026-03-10,CUST-0006,PROD-024,3,368.97,Oeste
TX-000723,2026-01-05,CUST-0145,PROD-018,4,424.12,Sur
TX-000724,2026-01-03,CUST-0061,PROD-017,5,297.21,Este
TX-000725,2026-02-22,CUST-0012,PROD-019,1,430.24,Sur
TX-000726,2026-01-23,CUST-0006,PROD-009,4,80.87,Norte
TX-000727,2026-02-22,CUST-0027,PROD-004,11,222.68,Este
TX-000728,2026-02-06,CUST-0136,PROD-021,8,276.79,Norte
TX-000729,2026-03-15,CUST-0124,PROD-002,10,268.06,Sur
TX-000730,2026-03-15,CUST-0106,PROD-004,7,189.64,Sur
TX-000731,2026-03-24,CUST-0093,PROD-002,9,162.07,Este
TX-000732,2026-01-17,CUST-0109,PROD-015,5,70.17,Este
TX-000733,2026-03-26,CUST-0099,PROD-002,10,185.41,Sur
TX-000734,2026-03-19,CUST-0142,PROD-004,4,85.76,Oeste
TX-000735,2026-03-14,CUST-0035,PROD-006,8,334.45,Sur
TX-000736,2026-01-01,CUST-0084,PROD-007,9,105.84,Sur
TX-000737,2026-02-20,CUST-0056,PROD-010,7,40.48,Este
TX-000738,2026-02-14,CUST-0141,PROD-019,7,255.28,Este
TX-000739,2026-03-18,CUST-0049,PROD-019,5,273.92,
TX-000740,2026-01-04,CUST-0046,PROD-022,4,394.28,Norte
TX-000741,2026-03-03,CUST-0113,PROD-012,10,265.99,Este
TX-000742,2026-03-06,CUST-0136,PROD-003,1,165.28,Este
TX-000743,2026-02-01,CUST-0043,PROD-013,10,364.31,Oeste
TX-000744,2026-02-03,CUST-0148,PROD-018,10,250.02,Norte
TX-000745,2026-03-13,CUST-0124,PROD-008,7,49.49,Este
TX-000746,2026-02-08,CUST-0097,PROD-021,1,261.14,Este
TX-000747,2026-01-26,CUST-0090,PROD-015,1,409.99,Sur
TX-000748,2026-02-03,CUST-0039,PROD-001,5,187.4,Sur
TX-000749,2026-02-23,CUST-0085,PROD-003,9,143.9,Sur
TX-000750,2026-01-03,CUST-0062,PROD-008,6,77.41,Este
TX-000751,2026-02-19,CUST-0106,PROD-004,3,80.88,Oeste
TX-000752,2026-01-12,CUST-0107,PROD-016,3,203.26,Este
TX-000753,2026-03-06,CUST-0054,PROD-023,7,274.12,Este
TX-000754,2026-02-23,CUST-0126,PROD-010,6,50.07,Sur
TX-000755,2026-01-05,CUST-0009,PROD-012,9,423.71,Norte
TX-000756,2026-02-26,CUST-0088,PROD-014,6,343.48,Norte
TX-000757,2026-01-17,CUST-0037,PROD-014,5,270.18,Sur
TX-000758,2026-02-16,CUST-0049,PROD-002,10,375.37,Sur
TX-000759,2026-01-23,CUST-0041,PROD-023,7,49.88,Norte
TX-000760,2026-03-20,CUST-0017,PROD-005,1,222.42,Sur
TX-000761,2026-03-26,CUST-0088,PROD-005,7,289.09,Sur
TX-000762,2026-01-14,CUST-0021,PROD-006,3,375.46,Norte
TX-000763,2026-03-07,CUST-0051,PROD-013,9,355.81,Sur
TX-000764,2026-03-16,CUST-0059,PROD-009,6,135.53,Norte
TX-000765,2026-02-20,CUST-0041,PROD-022,9,424.28,Oeste
TX-000766,2026-02-07,CUST-0039,PROD-015,5,69.09,Oeste
TX-000767,2026-03-05,CUST-0141,PROD-014,7,395.68,Este
TX-000768,2026-02-07,CUST-0011,PROD-024,4,437.36,Norte
TX-000769,2026-02-19,CUST-0147,PROD-007,7,92.06,Oeste
TX-000770,2026-03-23,CUST-0139,PROD-020,1,329.1,Oeste
TX-000771,2026-01-30,CUST-0077,PROD-002,7,32.52,Este
TX-000772,2026-03-20,CUST-0127,PROD-007,8,191.36,Norte
TX-000773,2026-02-20,CUST-0046,PROD-006,5,239.58,Este
TX-000774,2026-03-04,CUST-0045,PROD-017,2,267.58,Oeste
TX-000775,2026-02-21,CUST-0001,PROD-002,5,422.13,Este
TX-000776,2026-02-07,CUST-0108,PROD-003,6,307.43,Este
TX-000777,2026-03-29,CUST-0019,PROD-005,2,224.36,Sur
TX-000778,2026-03-20,CUST-0076,PROD-005,6,367.21,Este
TX-000779,2026-01-30,CUST-0072,PROD-001,6,428.48,Norte
